Missile	*ID	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	*CanSlow?	Radius	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	CollisionOverlap	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoUniqueMod	NoMultiShot	Holy	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Pierce	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	EMax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	OnDiedSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	MissileWeaponVFX	*eol
magicaxeuberfuryfive	1801	1		1																													40		1						40		1																	7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																																					16																								0
magicaxeuberdebuff	1802	1	4	1	5																												16								16																					255	255	255	0	0	0	null	1024	1	16					3	1		1										1					1				1							1				4																																							32												magicaxeuberdebuffspawner							magicaxeuberdebuffspawner					0
magicaxeuberdebuffspawner	1803	19		15					2	frequency	19	direction increment									2	frequency	19	direction increment																													35	35			4			6		81	81	255	1	0	1	IceOrb	1024	16	16								1										1					1				1			1	1			1				4																																							1			druid_twister						magicaxeuberdebuffexp							magicaxeuberdebuffexp								0
magicaxeuberdebuffexp	1804	1	4	1	5																												4								4																35			6		81	81	255	1	0	1	IceOrb	1024	16	16								1										1					1				1			1	1			1				4																																							1								teethexplode				magicaxeuberdebuffbolt							magicaxeuberdebuffbolt					0
magicaxeuberdebuffbolt	1805	1		1	21																																																30	30			3			6		81	81	255	1	0	1	IceOrb	1024	16	16					3	1		1										3					1	1			1			1	1			1				4																																							1																								0
magicaxenovauber	1806	1	4	1	5																												1								1																			7		255	178	64	6	6	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1																																											16			weapon_throw_1									magicaxenovauberspawner							magicaxenovauberspawner					0
magicaxenovauberspawner	1807	1	4	1	5																												64								64												40	40			35			7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1				1	1							1	1			1		1		4		8																		mag																			16			weapon_throw_1									magicaxenovauberfury							magicaxenovauberfury					0
magicaxenovauberfury	1808	1	25	1	20																												30		1						30		1														25			7		255	178	64	0	0	1	Fireball	1024	5	16										1								1					1							1	1			1																																											16			weapon_throw_1									magicaxenovauberbolt							magicaxenovauberbolt					0
magicaxenovauberbolt	1809	1		1																																																	40	40			35			7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1				1	1							1	1			1		1		4		8																		mag																			16			weapon_throw_1																					0
pendulumweaken	1810	1		1	18																																																40	40			40					192	192	192	0	0	0	BAYellShockWave01	1024	15	16					3		1						1	2				3																1																																											32																								0
korliclight	1811	50		28					15	damage freq (0 = look at skill)	18	radius (0 = look at skill)	1	start frame	75	end frame	30	lob			15	damage freq (0 = look at skill)	18	radius (0 = look at skill)	1	start frame	75	end frame	30	lob																											76					0	0	0	0	0	1	null	1024	30	16		1	17	18					1	1		1						3	1	25			1																																																						1									korliclightspawner							korliclightspawner								0
korliclightspawner	1812	1	55	1	51																																																100	100			10					0	0	0	0	0	1	null	1024	15	16					6	1				1								2					1				1							1																																											1												korliclightlight							korliclightlight					0
korliclightlight	1813	1	4	1	5																												64								64																375			6		81	81	255	1	0	1	IceOrb	1024	16	16					3	1				1								2																1																																											1												korliclightpulsar							korliclightpulsar					0
korliclightpulsar	1814	19		15					5		1										5		1																																		25			6		81	81	255	1	0	1	IceOrb	1024	16	16										1								2																1																																											1									korliclightnova							korliclightnova								0
korliclightnova	1815	1	4	1	5																												2								2																			6		81	81	255	1	0	1	IceOrb	1024	16	16					3	1				1								2					1											1																																											1												korliclightbolt							korliclightbolt					0
korliclightbolt	1816	1		1	18																																																50	50			20					192	192	192	0	0	0	BAYellShockWave01	1024	15	16					3		1						1	2				3																1																																											32																								0
axeprison	1817	1	4	1	5																												8								8																			6		81	81	255	1	0	1	IceOrb	1024	16	16																		1					1				1			1	1			1																																											1												axeprisonfury							axeprisonfury					0
axeprisonfury	1818	1	25	1	20																												30	range	1	max (0 = skill)					30	range	1	max (0 = skill)									50	50			6					255	255	255	3	3	0	IceArrow	1024	1	16										1								1					1							1	1			1																																											64												axeprisonspawner							axeprisonspawner					0
axeprisonspawner	1819	19		15					2		2										2		2																														50	50			5			5		222	222	255	0	0	1	blessedhammer	1024	6	16																																		1																																											64									axeprisonfurytwo							axeprisonfurytwo								0
axeprisonfurytwo	1820	1	25	1	20																												30	range	1	max (0 = skill)					30	range	1	max (0 = skill)													20					255	255	255	3	3	0	IceArrow	1024	1	16										1								1					1							1	1			1																																											64												axeprisonfurybolt							axeprisonfurybolt					0
axeprisonfurybolt	1821	1		1		1																																									50						30	30			30					255	255	255	3	3	0	IceArrow	1024	1	16					3	1				1								1					1							1	1			1		1		4																				mag																			64																								0
lichkingpounce	1822	19	55	15	51				55												55																																				35					255	255	255	0	0	1	expansion\twister	1024	40	16										1								2					1							1	1			1																																											32									lichkingpounceknocknova			lichkingpouncefirenova	lichkingvalkyriespawner			lichkingpounceknocknova			lichkingpouncefirenova	lichkingvalkyriespawner				0
lichkingpounceknocknova	1823	1	4	1	5																												1								1																					255	255	255	0	0	0	null	1024	1	16					3					1								2					1							1	1			1																																											32												lichkingpounceknockbolt							lichkingpounceknockbolt					0
lichkingpounceknockbolt	1824	1		1																																																	15	15			40					255	255	255	0	0	0	null	1024	1	16					3					1			1	3				1					1							1	1		100	1																																										5	32																								0
lichkingpouncefirenova	1825	1	4	1	5																												2								2																					255	255	255	0	0	0	null	1024	1	16					3					1								2					1							1	1			1																																											32												lichkingpouncefirespawner							lichkingpouncefirespawner					0
lichkingpouncefirespawner	1826	19		15					3												5																																15	15			34					255	255	255	0	0	0	null	1024	1	16										1								2					1							1	1			1																																											32									lichkingpouncefirespawnsec							lichkingpouncefirespawnsec								0
lichkingpouncefirespawnsec	1827	19	30	15	29																												64								64																1			5	4	255	178	64	0	0	1	groundFireBig	1024	37	16										1								1					1							1	1			1																																										48	1									lichkingpouncefiredebuff			lichkingpouncefirefire				lichkingpouncefiredebuff			lichkingpouncefirefire					0
lichkingpouncefirefire	1828	5		5		3																																											19	softhit chance (128)							40			5	4	255	178	64	0	0	1	groundFireBig	1024	37	16		1	12	36	3				1			1						3		12										1	1			1			Lich King Pounce	4																																						48	1		41	object_fire_loop_magic																					0
lichkingpouncefiredebuff	1829	1		1	21																																												19	softhit chance (128)							40			5	4	255	178	64	0	0	1	groundFireBig	1024	37	16		1	12	36	3				1			1						3		12										1	1			1		1																																									1																								0
lichkingsummonlivecheck	1830	50		28					0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	1	start frame	5	end frame	30	lob			0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	1	start frame	5	end frame	30	lob																											6			3		255	255	0	2	2	1	SafeArrow	1024	5	16								1		1								1					1											1																								mag																			32									lichkingsummonmainspawner							lichkingsummonmainspawner								0
lichkingsummonmainspawner	1831	1	4	1	5																												64								64																					255	255	255	0	0	0	null	1024	1	16										1													1							1	1			1																																											32												lichkingsummon							lichkingsummon					0
lichkingsummon	1832	19		15	6																												981		NU																											255	255	255	0	0	1	expansion\twister	1024	40	16										1								2					1	1						1	1			1																																											32								teethexplode	lichkingsummonnova							lichkingsummonnova								0
lichkingsummonnova	1833	1	4	1	5																												16								16																					255	255	255	0	0	0	null	1024	1	16					3					1								2					1							1	1			1																																											32												lichkingsummonbolt							lichkingsummonbolt					0
lichkingsummonbolt	1834	1		1	6																												982		NU																		50	50			3					255	255	255	0	0	0	null	1024	1	16					3					1								2					1	1						1	1			1																																											32								teethexplode																0
lichkingwinter	1835	1	4	1	5																												64								64																35					255	255	255	0	0	0	null	1024	1	16										1								2					1							1	1			1																																											32												lichkingpouncefirenova							lichkingpouncefirenova					0
lichkingtrap	1836	1	4	1	5																												64								64																35					255	255	255	0	0	0	null	1024	1	16										1													1							1	1			1																																											32												lichkingtrapspawnerone							lichkingtrapspawnerone					0
lichkingtrapspawnerone	1837	1	25	1	20																												3		1						3		1														125					255	255	255	0	0	0	null	1024	1	16					3	1				1								1												1	1			1																																											32												lichkingtrapspawner							lichkingtrapspawner					0
lichkingtrapspawner	1838	19	30	15	29																												64								64																1					255	255	255	0	0	0	null	1024	1	16					3	1				1								2					1							1	1			1																																											32									lichkingtrapknocknova			lichkingtrapfirenova				lichkingtrapknocknova			lichkingtrapfirenova					0
